Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Samsung,Galaxy Note7,graceqltespr,3383MB,Phone,Qualcomm APQ8096,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,SCV34,3382MB,Phone,Qualcomm MSM8996,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,graceltelgt,3524MB,Phone,Samsung Exynos 8890,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,graceqlteue,3383MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,graceqlteatt,3383MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,graceqltebmc,3383MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,graceltektt,3524MB,Phone,Samsung Exynos 8890,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,graceqlteusc,3383MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,graceqltedcm,3380MB,Phone,Qualcomm MSM8996,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,graceqlteacg,3383MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,graceqltevzw,3383MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,graceqltetmo,3383MB,Phone,Qualcomm MSM8996,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,graceqltechn,2832MB,Phone,Qualcomm MSM8996,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,SC-01J,3382MB,Phone,Qualcomm MSM8996,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Note7,gracelteskt,3524MB,Phone,Samsung Exynos 8890,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy Star Plus,logan2g,,Phone,Spreadtrum SC6820,480x800,240,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Tab Pro 12.2,v2wifi,2775MB,Tablet,Samsung Exynos 5420,2560x1600,320,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Tab Pro 12.2,v2lte,2834-2835MB,Tablet,Qualcomm MSM8974,2560x1600,320,armeabi-v7a;armeabi,19;22,3.0
Samsung,Galaxy Player 4,YP-GB1,,Phone,Samsung Exynos 3110,800x480,240,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy 070,hendrix,866MB,Phone,Marvell PXA986,480x800,240,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Player 4.0,YP-G1,,Phone,Samsung Exynos 3110,480x800,240,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy Note2,t0lteskt,1784-1790MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,16;18;19,2.0
Samsung,Galaxy Note2,t0ltespr,1784-1790MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,16;18;19,2.0
Samsung,Galaxy Note2,t03g,1784-1790MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,16;18;19,2.0
Samsung,Galaxy Note2,t0ltektt,1784-1790MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,16;18;19,2.0
Samsung,Galaxy Note2,t03gcmcc,1785-1790MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,16;18,2.0
Samsung,Galaxy Note2,t0lte,1784-1790MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,16;18;19,2.0
Samsung,Galaxy Note2,t0ltetmo,1784-1790MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,16;18,2.0
Samsung,Galaxy Note2,t0ltecan,1784-1790MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,16;18;19,2.0
Samsung,Galaxy Note2,t03gchnduos,1784-1788MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,16;18,2.0
Samsung,Galaxy Note2,SC-02E,1786-1790MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,16;18,2.0
Samsung,Galaxy Note2,t0ltelgt,1784-1790MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,16;18;19,2.0
Samsung,Galaxy Note2,t03gchn,1784MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,16;18,2.0
Samsung,Galaxy Note2,t03gctc,1784-1790MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,16;18,2.0
Samsung,Galaxy Note2,t03gcuduos,,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Note2,t0lteusc,1784-1790MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,16;18;19,2.0
Samsung,Galaxy Note2,t0ltedcm,1791MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Note2,t0ltevzw,1784-1790MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,16;18;19,2.0
Samsung,Galaxy Note2,t0ltecmcc,1821MB,Phone,Qualcomm APQ8064,720x1280,320,armeabi-v7a;armeabi,17,2.0
Samsung,Galaxy Note II,t0lteatt,1784-1790MB,Phone,Samsung Exynos 4412,720x1280,320,armeabi-v7a;armeabi,16;18;19,2.0
Samsung,Galaxy S5 K Sport,kltesprsports,1704-1705MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0
Samsung,Chromebook Plus,kevin_cheets,3813MB,PC,Rockchip RK3399,2400x1600,240,armeabi-v7a;armeabi,23;25,3.1
Samsung,Galaxy Avant,afyonltetmo,1354MB,Phone,Qualcomm MSM8926,540x960,240,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy Tab,GT-P1000N,,Tablet, ,1024x600,160,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy Tab,SCH-I800,,Tablet,Samsung Exynos 3110,1024x600,160,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy Tab,SC-01C,,Tablet,Samsung Exynos 3110,1024x600,160,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy Tab,GT-P1000L,,Tablet, ,1024x600,160,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy Tab,SGH-T849,,Tablet, ,1024x600,160,armeabi-v7a;armeabi,8,2.0
Samsung,Galaxy Tab,GT-P1000T,,Tablet,Samsung Exynos 3110,1024x600,160,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy Tab,GT-P1010,,Tablet,TI OMAP3630,600x1024,160,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy Tab,GT-P1000,,Tablet,Samsung Exynos 3110,600x1024,160,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy Tab,SMT-i9100,,Tablet, ,1024x600,160,armeabi-v7a;armeabi,8,2.0
Samsung,Galaxy Tab,GT-P1000R,,Tablet, ,1024x600,160,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy Tab,SHW-M180L,,Tablet,Samsung Exynos 3110,1024x600,160,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy Tab,SHW-M180W,,Tablet,Samsung Exynos 3110,600x1024,160,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy Tab,GT-P1000M,,Tablet, ,1024x600,160,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy Tab,SHW-M180S,,Tablet,Samsung Exynos 3110,1024x600,160,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy Tab,SHW-M180K,,Tablet,Samsung Exynos 3110,1024x600,160,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy Tab,GT-P1013,,Tablet, ,600x1024,160,armeabi-v7a;armeabi,8,2.0
Samsung,Galaxy S Stratosphere,SCH-I405,,Phone,Samsung Exynos 3110,480x800,240,armeabi-v7a;armeabi,10,2.0
Samsung,Galaxy J6,j6lte,2812MB,Phone,Samsung Exynos 7870,720x1339,320,armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy J6,j6ltelgt,1805MB,Phone,Samsung Exynos 7870,720x1339,320,armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy J6,j6ltekx,1805MB,Phone,Samsung Exynos 7870,720x1339,320,armeabi-v7a;armeabi,26,3.2
Samsung,Nexus S,crespo,343MB,Phone,Samsung Exynos 3110,800x480,240,armeabi-v7a;armeabi,10;15;16,2.0
Samsung,Nexus S,crespo4g,343MB,Phone,Samsung Exynos 3110,800x480,240,armeabi-v7a;armeabi,10;15;16,2.0
Samsung,Transform,SPH-M920,,Phone, ,480x320,160,armeabi,8,2.0
Samsung,Galaxy S Duos,kylechn,,Phone,Qualcomm MSM7227A,480x800,240,armeabi-v7a;armeabi,15,2.0
Samsung,Galaxy S Duos ,kyletdcmcc,,Phone,Spreadtrum SC8810,480x800,240,armeabi-v7a;armeabi,15,2.0
Samsung,Galaxy S DUOS,kyleopen,,Phone,Qualcomm MSM7227A,480x800,240,armeabi-v7a;armeabi,15,2.0
Samsung,China Telecom,kylevectc,,Phone,Qualcomm MSM7627A,480x800,240,armeabi-v7a;armeabi,15,2.0
Samsung,EK-KC120K,gd1ltektt,755MB,Phone,Samsung Exynos 4412,1196x720,320,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy A,archer,,Phone, ,800x480,240,armeabi-v7a;armeabi,8;10,2.0
Samsung,Transfix,SCH-R730,,Phone, ,320x480,160,armeabi,10,2.0
Samsung,Galaxy S2 Plus,s2vep,803-804MB,Phone,Broadcom BCM28155,480x800,240,armeabi-v7a;armeabi,16;17,2.0
Samsung,Galaxy S2 Plus,GT-I9100G,769MB,Phone,Qualcomm APQ8060,480x800,240,armeabi-v7a;armeabi,10;15;16,2.0
Samsung,Galaxy S2 Plus,s2ve,803-804MB,Phone,Broadcom BCM28155,480x800,240,armeabi-v7a;armeabi,16;17,2.0
Samsung,GT-P7320T,GT-P7320T,,Tablet,Qualcomm APQ8060,1280x800,160,armeabi-v7a;armeabi,13;15,2.0
Samsung,Galaxy Player,YP-GB70,,Phone,Samsung Exynos 3110,480x800,240,armeabi-v7a;armeabi,8;10,2.0
Samsung,Galaxy S2 X,SGH-T989D,788MB,Phone,Qualcomm APQ8060,480x800,240,armeabi-v7a;armeabi,10;15;16,2.0
Samsung,Repp,SCH-R680,,Phone,Qualcomm MSM7627T,320x480,160,armeabi,10,2.0
Samsung,Galaxy Beam,GT-I8250,,Phone,Marvell PXA920H,480x800,240,armeabi,10,2.0
Samsung,Galaxy Beam,GT-I8530,624MB,Phone,ST Ericsson U8500,480x800,240,armeabi-v7a;armeabi,10;16,2.0
Samsung,Galaxy Core Advance,cane3g,845MB,Phone,Qualcomm MSM8230,480x800,240,armeabi-v7a;armeabi,17,2.0
Samsung,Galaxy Core Advance,cane3gskt,845MB,Phone,Qualcomm MSM8230,480x800,240,armeabi-v7a;armeabi,17,2.0
Samsung,Galaxy Young2,young2nfc3g,460MB,Phone,Spreadtrum SC7715A,320x480,160,armeabi-v7a;armeabi,19,2.0
Samsung,Galaxy Young2,young23g,460MB,Phone,Spreadtrum SC7715A,320x480,160,armeabi-v7a;armeabi,19,2.0
Samsung,Galaxy Young2,young2ds2g,471MB,Phone,Spreadtrum SC6815A,320x480,160,armeabi-v7a;armeabi,19,2.0
Samsung,Galaxy Young2,young23gdtv,449MB,Phone,Spreadtrum SC7727S,320x480,160,armeabi-v7a;armeabi,19,2.0
Samsung,Galaxy Ace Q,SGH-I827D,,Phone,Qualcomm MSM7225A,320x480,160,armeabi-v7a;armeabi,10,2.0
Samsung,Galaxy Stellar,jaspervzw,,Phone,Qualcomm MSM8960,480x800,240,armeabi-v7a;armeabi,15;16,2.0
Samsung,SCH-i919,SCH-i919,,Phone,Samsung Exynos 3110,480x800,240,armeabi-v7a;armeabi,10,2.0
Samsung,Galaxy Tab Pro 8.4,mondrianwifiue,1862MB,Tablet,Qualcomm APQ8074,1600x2560,320,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy Tab Pro 8.4,mondrianwifikx,1862MB,Tablet,Qualcomm APQ8074,1600x2560,320,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy Tab Pro 8.4,mondrianwifi,1862MB,Tablet,Qualcomm APQ8074,1600x2560,320,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy Tab Pro 8.4,mondrianlte,1819MB,Tablet,Qualcomm MSM8974,2560x1600,320,armeabi-v7a;armeabi,19,3.0
Samsung,SPH-L500,stunnerltespr,,Phone,Qualcomm MSM8930,720x1280,320,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy C8,jadeltechn,3708MB,Phone,Mediatek MT6757V,1080x1920,420,armeabi-v7a;armeabi,25,3.2
Samsung,Galaxy C8,jadeltecmcc,2700MB,Phone,Mediatek MT6757V,1080x1920,420,armeabi-v7a;armeabi,25,3.2
Samsung,Galaxy Y TV,GT-S5367,,Phone,Broadcom BCM21552,240x320,120,armeabi,10,2.0
Samsung,Admire,SCH-R720,,Phone,Qualcomm MSM7627T,480x320,160,armeabi,10,2.0
Samsung,Galaxy S3 Progre,SCL21,1594MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,15;16,2.0
Samsung,Galaxy Tab 3V 7.0,goyave3g5M,955MB,Tablet,Spreadtrum SC7730S,600x1024,160,armeabi-v7a;armeabi,19,2.0
Samsung,Galaxy Tab3V 7.0,goyave3gsea,955MB,Tablet,Spreadtrum SC7730S,600x1024,160,armeabi-v7a;armeabi,19,2.0
Samsung,Galaxy Tab3V 7.0,goyavewifixtc,955MB,Tablet,Spreadtrum SC7730S,600x1024,160,armeabi-v7a;armeabi,19,2.0
Samsung,Rugby Smart,SGH-I847,,Phone,Qualcomm MSM8255,480x800,240,armeabi-v7a;armeabi,10,2.0
Samsung,Galaxy J7(2016),j7xelte,1821-1822MB,Phone,Samsung Exynos 7870,720x1280,320,armeabi-v7a;armeabi,23;24,3.0;3.2
Samsung,Galaxy J7(2016),j7xeltecmcc,2852-2854MB,Phone,Samsung Exynos 7580,1080x1920,480,armeabi-v7a;armeabi,22;23,3.0;3.1
Samsung,Galaxy J7(2016),j7eltemtr,1873-1877MB,Phone,Samsung Exynos 7580,720x1280,320,armeabi-v7a;armeabi,23;25,3.1
Samsung,Galaxy J7(2016),j7eltetmo,1873-1877MB,Phone,Samsung Exynos 7580,720x1280,320,armeabi-v7a;armeabi,23;25,3.1
Samsung,Galaxy J7(2016),j7xeltektt,1821-1822MB,Phone,Samsung Exynos 7870,720x1280,320,armeabi-v7a;armeabi,23;24,3.0;3.2
Samsung,Galaxy J7(2016),j7xltectc,2860-2867MB,Phone,Qualcomm MSM8952,1080x1920,480,armeabi-v7a;armeabi,22;23,3.1
Samsung,Galaxy Tab 10.1 N,GT-P7511,,Tablet,NVidia T20,1280x752,160,armeabi-v7a;armeabi,13;15,2.0
Samsung,Galaxy Tab 10.1 N,GT-P7501,,Tablet,NVidia T20,1280x752;800x1232,160,armeabi-v7a;armeabi,13;15,2.0
Samsung,Galaxy Mega2,vastalte,1901MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy Mega2,mega2lte,1376MB,Phone,Samsung Exynos 4415,720x1280,320,armeabi-v7a;armeabi,19,2.0
Samsung,Galaxy Mega2,vasta3g,1390MB,Phone,Qualcomm MSM8216,720x1280,320,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy Mega2,mega2lteatt,1376MB,Phone,Samsung Exynos 4415,720x1280,320,armeabi-v7a;armeabi,19;22,2.0
Samsung,Galaxy Mega2,vastaltezh,1901MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy Mega 2,mega23g,1351MB,Phone,Qualcomm MSM8228,720x1280,320,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy J1 Mini Prime,j1minive3gxtc,961MB,Phone,Spreadtrum SC7727SE,480x800,240,armeabi-v7a;armeabi,23,2.0
Samsung,Galaxy J1 Mini Prime,j1minive3g,961MB,Phone,Spreadtrum SC7727SE,480x800,240,armeabi-v7a;armeabi,23,2.0
Samsung,Galaxy Xcover3,xcover3lte,1397-1403MB,Phone,Marvell PXA1908,480x800,240,armeabi-v7a;armeabi,19;22,2.0;3.0
Samsung,Galaxy Xcover3,xcover3velte,1400MB,Phone,Samsung Exynos 3475,480x800,240,armeabi-v7a;armeabi,23,3.1
Samsung,Galaxy On5 Pro,o5prolte,1893-1906MB,Phone,Samsung Exynos 3475,720x1280,320,armeabi-v7a;armeabi,23;25,3.1
Samsung,Galaxy J7 Star,j7topltetmo,1817MB,Phone,Samsung Exynos 7870,720x1280,280,armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy C7,c7ltechn,3548-3555MB,Phone,Qualcomm MSM8953,1080x1920,420,arm64-v8a;armeabi-v7a;armeabi,23;24;26,3.1;3.2
Samsung,Galaxy Mega Plus,craterq3g,1378MB,Phone,Qualcomm MSM8226,540x960,240,armeabi-v7a;armeabi,18,3.0
Samsung,Galaxy Mega Plus,megapluslte,1368MB,Phone,Qualcomm MSM8926,540x960,240,armeabi-v7a;armeabi,18,3.0
Samsung,SHV-E150S,SHV-E150S,,Tablet,Qualcomm APQ8060,800x1280,160,armeabi-v7a;armeabi,13;15,2.0
Samsung,Galaxy Fame,nevisvess,442MB,Phone,Broadcom BCM21654,320x480,160,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Fame,nevisnvess,442MB,Phone,Broadcom BCM21654,320x480,160,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Fame,nevis,445MB,Phone,Broadcom BCM21654,320x480,160,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Fame,nevisp,445MB,Phone,Broadcom BCM21654,320x480,160,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Fame,nevisds,445MB,Phone,Broadcom BCM21654,320x480,160,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Fame,nevis3gcmcc,,Phone,Spreadtrum SC8810A,320x480,160,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Fame,SCH-I629,,Phone,Qualcomm MSM7625A,320x480,160,armeabi-v7a;armeabi,10,2.0
Samsung,Galaxy Fame,nevis3g,612MB,Phone,Qualcomm MSM7225A,320x480,160,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Ace,GT-S5838,,Phone,Qualcomm MSM7227,320x480,160,armeabi,10,2.0
Samsung,Galaxy Ace,GT-S5830C,,Phone,Qualcomm MSM7227,320x480,160,armeabi,10,2.0
Samsung,Galaxy Ace,GT-S5830L,,Phone,Qualcomm MSM7227,480x320,160,armeabi,8;10,2.0
Samsung,Galaxy Ace,GT-S5830B,,Phone,Qualcomm MSM7227,320x480,160,armeabi,8;10,2.0
Samsung,Galaxy Ace,GT-S5830M,,Phone,Broadcom BCM21552,480x320,160,armeabi,10,2.0
Samsung,Galaxy Ace,GT-S5839i,,Phone,Broadcom BCM21552,320x480,160,armeabi,10,2.0
Samsung,Galaxy Ace,GT-S5831i,,Phone,Broadcom BCM21552,320x480,160,armeabi,10,2.0
Samsung,Galaxy Ace,GT-S5830D,,Phone, ,320x480,160,armeabi,10,2.0
Samsung,Galaxy Ace,heatlte,852MB,Phone,Broadcom MP5232,480x800,240,armeabi-v7a;armeabi,19,2.0
Samsung,Galaxy Ace,GT-S5830,,Phone,Qualcomm MSM7227,480x320,160,armeabi,8;10,2.0
Samsung,Galaxy Ace,SHW-M240S,,Phone,Qualcomm MSM7227,480x320,160,armeabi,8;10,2.0
Samsung,Galaxy Ace,GT-S5830G,,Phone,Qualcomm MSM7227,480x320,160,armeabi,10,2.0
Samsung,Galaxy Ace,GT-S5830i,,Phone,Broadcom BCM21552,320x480,160,armeabi,10,2.0
Samsung,Galaxy Ace,SCH-I619,,Phone,Qualcomm MSM7625A,320x480,160,armeabi-v7a;armeabi,10,2.0
Samsung,Galaxy Ace,GT-S5830T,,Phone,Qualcomm MSM7227,320x480,160,armeabi,8;10,2.0
Samsung,Galaxy Ace,GT-S6358,,Phone,Marvell PXA920,320x480,160,armeabi,10,2.0
Samsung,Galaxy Ace,GT-S5830F,,Phone,Qualcomm MSM7227,320x480,160,armeabi,10,2.0
Samsung,Galaxy Ace,heat3gou,901MB,Phone,Qualcomm MSM8610,480x800,240,armeabi-v7a;armeabi,18,3.0
Samsung,GT-I5510M,GT-I5510M,,Phone, ,240x400,120,armeabi,8,2.0
Samsung,SCH-I779,SCH-I779,,Phone,Qualcomm MSM8655,480x800,240,armeabi-v7a;armeabi,10,2.0
Samsung,Galaxy S5 Neo,s5neoltecan,1854-1859MB,Phone,Samsung Exynos 7580,1080x1920,480,armeabi-v7a;armeabi,22;23;24,3.0;3.1
Samsung,Galaxy S5 Neo,s5neolte,1854-1855MB,Phone,Samsung Exynos 7580,1080x1920,480,armeabi-v7a;armeabi,22;23,3.0;3.1
Samsung,Galaxy J7(2017),j7y17ltektt,2816MB,Phone,Samsung Exynos 7870,1080x1920,420,armeabi-v7a;armeabi,24,3.2
Samsung,Galaxy Tab4 7,degasy18wifi,2948MB,Tablet,Samsung Exynos 7870,1280x800,213,armeabi-v7a;armeabi,26,3.2
Samsung,Galaxy Core 2,kanas,706MB,Phone,Spreadtrum SC7735,480x800,240,armeabi-v7a;armeabi,19,2.0
Samsung,Galaxy Core2,kanas3gnfc,706MB,Phone,Spreadtrum SC7735,480x800,240,armeabi-v7a;armeabi,19,2.0
Samsung,Galaxy Core2,kanas3g,,Phone,Qualcomm MSM8210,480x800,240,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy Core2,kanas3gctc,639MB,Phone,Qualcomm MSM8610,480x800,240,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy Core2,kanas3gcmcc,,Phone,Qualcomm MSM8110,480x800,240,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy Win,delos3geur,845MB,Phone,Qualcomm MSM8225Q,480x800,240,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Win,delos3gduosctc,,Phone,Qualcomm MSM8625Q,480x800,240,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Win,delosltelgt,884MB,Phone,Samsung Exynos 3470,480x800,240,armeabi-v7a;armeabi,17,2.0
Samsung,Galaxy win,delos3gss,845MB,Phone,Qualcomm MSM8225Q,480x800,240,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Win,deloslteskt,884MB,Phone,Samsung Exynos 3470,480x800,240,armeabi-v7a;armeabi,17,2.0
Samsung,Galaxy Win,delos3gcmcc,,Phone,Marvell PXA1088,480x800,240,armeabi-v7a;armeabi,17,2.0
Samsung,Galaxy Star,mint,,Phone,Spreadtrum SC6820,240x320,120,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy Star,mintss,,Phone,Spreadtrum SC6820,240x320,120,armeabi-v7a;armeabi,16,2.0
Samsung,Galaxy J5(2016),j5xltecmcc,1891-1892MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,22;23,3.0
Samsung,Galaxy J5(2016),j5xnlte,1891-1892MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,23;25,3.0
Samsung,Galaxy J5(2016),j5x3g,1891-1892MB,Phone,Qualcomm MSM8216,720x1280,320,armeabi-v7a;armeabi,23;25,3.0
Samsung,Galaxy J5(2016),j5xnltelgt,1889-1890MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,23;25,3.0
Samsung,Galaxy J5(2016),j5xnlteskt,1889-1890MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,23;25,3.0
Samsung,Galaxy J5(2016),j5xnltektt,1889-1890MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,23;25,3.0
Samsung,Galaxy S5 Google Play Edition,kgedlte,1857MB,Phone,Qualcomm MSM8974,1080x1920,480,armeabi-v7a;armeabi,19,3.0
Samsung,Galaxy Gio,SHW-M290K,,Phone, ,320x480,160,armeabi,8;10,2.0
Samsung,Galaxy Gio,GT-S5660,,Phone,Qualcomm MSM7227,320x480,160,armeabi,8;10,2.0
Samsung,Galaxy Gio,GT-S5660B,,Phone, ,320x480,160,armeabi,8,2.0
Samsung,Galaxy Gio,GT-S5660M,,Phone, ,320x480,160,armeabi,10,2.0
Samsung,Galaxy Gio,GT-S5660L,,Phone,Qualcomm MSM7227,320x480,160,armeabi,8;10,2.0
Samsung,Galaxy Gio,GT-S5660V,,Phone,Qualcomm MSM7227,320x480,160,armeabi,10,2.0
Samsung,Galaxy Gio,SHW-M290S,,Phone, ,320x480,160,armeabi,8;10,2.0
Samsung,Galaxy Gio,SCH-i569,,Phone,Qualcomm MSM7227,320x480,160,armeabi,8;10,2.0
Samsung,Galaxy S5 LTE-A,kccat6,1762-1793MB,Phone,Qualcomm APQ8084,1080x1920,480,armeabi-v7a;armeabi,19;21;23,3.0;3.1
Samsung,Galaxy Stratosphere2,aegis2vzw,811MB,Phone,Qualcomm MSM8960,480x800,240,armeabi-v7a;armeabi,15;16,2.0
Samsung,Conquer,SPH-D600,,Phone,Qualcomm MSM8655,320x480,160,armeabi-v7a;armeabi,10,2.0
Samsung,Galaxy Go Prime,grandprimelteatt,1388MB,Phone,Qualcomm MSM8916,540x960,240,armeabi-v7a;armeabi,22,3.0
Samsung,Galaxy Note,SC-05D,759MB,Phone,Qualcomm APQ8060,800x1280,320,armeabi-v7a;armeabi,10;15;16,2.0
Samsung,Galaxy Note,GT-N7000,862MB,Phone,Samsung Exynos 4210,800x1280,320,armeabi-v7a;armeabi,10;15;16,2.0
Samsung,Galaxy Note,SCH-i889,850MB,Phone,Samsung Exynos 4210,800x1280,320,armeabi-v7a;armeabi,10;15;16,2.0
Samsung,Galaxy Note,GT-N7005,,Phone,Qualcomm APQ8060A,800x1280,320,armeabi-v7a;armeabi,15,2.0
Samsung,Galaxy Note,SGH-I717R,742MB,Phone,Qualcomm APQ8060,800x1280,320,armeabi-v7a;armeabi,10;15;16,2.0
Samsung,Galaxy Note,SHV-E160S,766MB,Phone,Qualcomm APQ8060,800x1280,320,armeabi-v7a;armeabi,10;15;16,2.0
Samsung,Galaxy Note,SGH-I717M,742MB,Phone,Qualcomm APQ8060,800x1280,320,armeabi-v7a;armeabi,10;15;16,2.0
Samsung,Galaxy Note,GT-I9228,862MB,Phone,Samsung Exynos 4210,800x1280,320,armeabi-v7a;armeabi,10;15;16,2.0
Samsung,Galaxy Note,SHV-E160L,766MB,Phone,Qualcomm MSM8660,800x1280,320,armeabi-v7a;armeabi,10;15;16,2.0
Samsung,Galaxy Note,SGH-I717,742MB,Phone,Qualcomm MSM8060,800x1280,320,armeabi-v7a;armeabi,10;15;16,2.0
Samsung,Galaxy Note,GT-I9220,,Phone,Samsung Exynos 4210,800x1280,320,armeabi-v7a;armeabi,10;15;16,2.0
